study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,study_day,study_date,body_weight_g
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,106,2016-05-16,561.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,322.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,361.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,430.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,470.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,505.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,435.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,502.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,436.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,546.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,511.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,544.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,531.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,478.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,522.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,99,2016-05-09,481.0
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,106,2016-05-16,534.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,228.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,287.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,280.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,283.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,312.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,330.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,355.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,361.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,321.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,353.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,380.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,344.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,305.0
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,388.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,236.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,273.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,284.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,331.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,280.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,293.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,291.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,364.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,368.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,363.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,345.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,339.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,406.0
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,322.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,249.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,273.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,278.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,299.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,315.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,287.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,290.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,307.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,312.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,304.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,339.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,354.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,406.0
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,413.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,255.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,285.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,277.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,312.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,332.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,286.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,356.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,323.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,329.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,354.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,313.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,400.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,311.0
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,313.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,255.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,256.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,288.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,292.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,330.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,306.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,305.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,283.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,368.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,347.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,299.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,298.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,376.0
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,372.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,239.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,275.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,295.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,308.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,320.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,332.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,288.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,344.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,376.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,374.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,393.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,336.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,367.0
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,348.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,245.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,268.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,285.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,272.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,321.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,352.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,291.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,325.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,290.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,356.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,342.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,360.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,388.0
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,331.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,236.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,301.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,285.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,290.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,284.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,342.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,273.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,302.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,316.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,390.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,316.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,389.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,337.0
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,410.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,253.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,264.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,270.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,328.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,323.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,310.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,336.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,327.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,298.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,304.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,302.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,342.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,349.0
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,396.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,252.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,252.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,263.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,314.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,280.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,334.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,300.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,347.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,293.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,386.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,374.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,374.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,354.0
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,359.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,250.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,291.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,321.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,264.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,332.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,317.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,302.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,326.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,328.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,358.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,307.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,333.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,382.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,416.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,99,2016-05-09,343.0
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,106,2016-05-16,426.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,241.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,281.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,272.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,280.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,282.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,311.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,330.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,321.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,324.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,299.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,373.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,297.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,317.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,330.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,99,2016-05-09,332.0
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,106,2016-05-16,332.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,252.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,294.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,320.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,322.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,297.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,310.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,302.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,325.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,327.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,363.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,342.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,390.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,346.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,391.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,99,2016-05-09,383.0
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,106,2016-05-16,373.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,248.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,294.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,279.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,330.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,332.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,332.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,320.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,351.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,320.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,373.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,337.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,372.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,328.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,371.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,99,2016-05-09,333.0
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,106,2016-05-16,330.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,1,2016-02-01,238.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,8,2016-02-08,268.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,15,2016-02-15,311.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,22,2016-02-22,297.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,29,2016-02-29,281.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,36,2016-03-07,354.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,43,2016-03-14,324.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,50,2016-03-21,285.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,57,2016-03-28,292.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,64,2016-04-04,303.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,71,2016-04-11,300.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,78,2016-04-18,349.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,85,2016-04-25,317.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,92,2016-05-02,393.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,99,2016-05-09,423.0
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,106,2016-05-16,413.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,1,2016-02-01,317.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,8,2016-02-08,362.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,15,2016-02-15,406.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,22,2016-02-22,416.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,29,2016-02-29,430.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,36,2016-03-07,535.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,43,2016-03-14,525.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,50,2016-03-21,527.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,57,2016-03-28,446.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,64,2016-04-04,507.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,71,2016-04-11,515.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,78,2016-04-18,541.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,85,2016-04-25,462.0
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,92,2016-05-02,492.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,1,2016-02-01,322.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,8,2016-02-08,369.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,15,2016-02-15,403.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,22,2016-02-22,406.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,29,2016-02-29,478.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,36,2016-03-07,451.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,43,2016-03-14,455.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,50,2016-03-21,523.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,57,2016-03-28,518.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,64,2016-04-04,486.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,71,2016-04-11,511.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,78,2016-04-18,550.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,85,2016-04-25,525.0
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,92,2016-05-02,464.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,1,2016-02-01,338.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,8,2016-02-08,359.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,15,2016-02-15,385.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,22,2016-02-22,435.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,29,2016-02-29,478.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,36,2016-03-07,463.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,43,2016-03-14,451.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,50,2016-03-21,442.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,57,2016-03-28,466.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,64,2016-04-04,450.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,71,2016-04-11,473.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,78,2016-04-18,501.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,85,2016-04-25,551.0
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,92,2016-05-02,470.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,1,2016-02-01,315.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,8,2016-02-08,362.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,15,2016-02-15,380.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,22,2016-02-22,431.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,29,2016-02-29,469.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,36,2016-03-07,484.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,43,2016-03-14,526.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,50,2016-03-21,446.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,57,2016-03-28,527.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,64,2016-04-04,488.0
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,71,2016-04-11,492.0
