study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,tissue,finding,grade,grade_text,distribution,comment
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Kidney,Basophilic Tubules,1,Mild,cortex; focal/multifocal,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Kidney,Cast,1,Mild,hyaline; medulla; focal/multifocal,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Lung,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Peyer'S Patch,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Spleen,Congestion,1,Mild,red pulp; diffuse,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Tongue,Hemorrhage,1,Mild,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,Uterus,Leiomyoma,,,,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,"Gland, Adrenal",Hypertrophy,1,Mild,zona glomerulosa; focal/multifocal,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Femur",Fat Vacuoles,1,Mild,diffuse,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Prostate",Inflammation,1,Mild,chronic; ventral,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Gland, Thyroid",Ectopic Lymphoid Tissue,1,Mild,focal,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Kidney,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Lung,Macrophages Intra-Alveolar,1,Mild,focal/multifocal; foamy,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Peyer'S Patch,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Spleen,Pigmentation,1,Mild,red pulp; diffuse,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Femur",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Prostate",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Kidney,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Liver,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Lung,Macrophages Intra-Alveolar,1,Mild,focal/multifocal; foamy,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Peyer'S Patch,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Spleen,Congestion,1,Mild,red pulp; diffuse,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Spleen,Pigmentation,1,Mild,red pulp; diffuse,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Femur",Fat Vacuoles,1,Mild,diffuse,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Prostate",Inflammation,2,Moderate,chronic; dorsolateral,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Gland, Thyroid",Ectopic Lymphoid Tissue,1,Mild,focal,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Kidney,Basophilic Tubules,1,Mild,cortex; focal/multifocal,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Kidney,Cyst,1,Mild,medulla; focal,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Liver,Necrosis,1,Mild,multifocal,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Lung,Inflammation,1,Mild,chronic; focal; with hemoglobin crystals,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Peyer'S Patch,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Spleen,Pigmentation,1,Mild,red pulp; diffuse,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Femur",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Adrenal",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Prostate",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,"Joint, Hip",No Remarkable Findings,,,,
